Age,Salary,YearsAtCompany,JobSatisfaction,WorkHours,Promotions,DistanceFromHome,Attrition
44,143313,20,4,41,0,5,0
52,40123,23,9,37,5,35,0
56,181688,23,1,62,4,25,1
54,36182,18,6,75,3,38,1
56,115369,1,8,67,1,9,0
22,187403,13,4,43,3,7,0
35,51128,31,2,31,2,18,0
54,56556,31,2,38,5,2,0
56,177948,27,10,73,0,10,0
26,165021,12,1,34,3,44,1
59,76962,11,5,63,1,2,1
32,115054,7,6,48,2,45,1
23,49099,14,4,36,3,8,0
38,168788,25,4,68,0,7,1
41,194957,11,5,71,1,35,1
35,78144,26,5,46,0,23,0
53,32837,17,9,55,0,8,0
55,175231,26,8,75,2,21,0
46,150212,8,9,56,1,33,0
28,141680,0,3,72,4,47,1
56,131802,6,3,57,0,1,0
50,127413,25,1,49,1,12,1
43,76012,6,10,35,0,11,0
34,155193,6,6,37,3,48,1
34,173178,7,4,61,3,30,1
22,83123,15,8,48,1,4,0
57,136825,2,2,61,2,34,1
25,33720,9,2,48,4,23,1
58,193733,6,7,53,3,32,1
34,177192,20,5,53,2,3,0
59,175862,30,1,46,4,28,0
45,83655,22,7,47,3,4,0
40,118448,26,7,41,4,12,0
22,198979,21,10,70,5,24,0
59,145507,26,6,52,0,33,1
26,59812,3,4,77,1,3,1
37,74570,23,8,47,3,4,0
45,75901,22,2,45,3,30,1
48,85186,18,2,45,0,6,0
22,147066,2,2,65,3,49,1
55,153364,26,3,52,3,30,1
57,61160,2,6,51,5,8,0
25,44156,27,1,68,3,18,1
21,101208,16,2,62,3,16,0
32,174001,30,10,53,3,6,0
56,120377,9,2,49,2,24,1
43,67863,21,1,62,3,28,1
51,90439,29,3,60,0,32,1
31,163266,20,10,69,5,25,0
30,146361,22,7,37,3,28,0
23,121176,11,1,39,4,21,0
34,54777,24,7,30,5,8,0
36,182255,19,5,50,5,36,0
30,183517,6,9,54,4,9,0
49,112201,28,2,61,0,40,1
30,172270,28,1,75,2,21,1
32,177483,12,9,75,0,1,0
50,40867,2,8,39,2,4,0
21,87501,1,10,77,1,10,1
25,170338,15,6,38,4,26,0
40,64422,29,5,49,5,40,1
28,191280,5,8,77,5,3,0
32,146544,6,8,49,5,44,1
21,187285,4,5,69,4,9,0
40,163439,6,7,36,4,32,0
48,60362,33,1,40,2,3,0
57,76588,31,4,50,5,4,0
57,194357,12,2,67,0,6,1
32,151683,29,10,76,2,9,0
57,61307,24,3,48,5,26,0
48,105280,20,1,75,4,2,1
35,175939,20,2,44,4,2,0
26,81523,27,1,35,4,21,0
40,162450,19,8,39,5,22,0
34,132669,33,4,75,4,3,0
22,183998,4,3,45,1,35,1
29,128215,17,1,74,4,38,1
57,123707,10,2,40,5,33,0
40,169252,16,3,64,2,15,0
46,117837,21,3,37,4,11,0
49,143070,19,6,57,3,10,0
21,193003,5,10,32,1,36,0
55,180086,33,8,31,5,14,0
26,104872,13,6,43,4,2,0
57,112736,22,2,58,3,45,1
25,30470,19,2,76,5,48,1
53,171025,12,7,32,2,44,1
34,194579,31,1,30,1,37,0
32,117969,25,1,44,4,29,0
40,116493,13,7,49,2,35,1
44,31523,7,9,51,5,20,0
54,56169,21,5,63,3,21,1
45,70641,21,1,79,5,34,1
49,179062,15,5,62,5,49,1
59,54661,26,1,38,1,43,1
51,169491,9,10,32,4,33,0
43,39457,24,9,31,2,19,0
58,92600,30,4,33,1,8,0
40,128619,20,9,45,3,31,0
43,101102,26,2,62,4,11,0
36,58085,16,7,38,1,8,0
28,122064,32,2,69,3,25,1
41,162202,30,4,67,3,49,1
21,130723,25,6,47,2,20,0
28,158114,20,2,45,5,38,1
49,95134,0,2,37,3,7,0
52,67982,3,2,52,3,13,0
58,90185,3,3,65,5,39,1
25,58477,25,5,32,0,43,1
42,139161,3,9,44,3,10,0
54,77709,8,6,67,4,8,0
21,184788,29,9,62,1,42,1
46,103137,3,10,47,5,43,1
30,61018,4,5,52,5,20,1
50,164133,22,6,72,5,17,0
38,164681,15,10,32,4,11,0
37,60371,21,8,59,5,16,0
46,108021,7,3,74,4,37,1
28,176877,32,2,46,2,42,1
32,32857,15,3,79,0,32,1
47,167692,4,9,61,5,26,0
28,33177,15,6,75,0,37,1
45,186183,6,10,36,5,9,0
24,113578,0,4,68,4,35,1
53,114941,8,10,43,1,3,0
21,36826,17,3,44,0,31,1
39,169962,2,2,73,0,42,1
51,107428,23,4,41,4,7,0
36,151044,27,9,37,0,2,0
34,100020,9,4,45,2,25,1
25,30495,8,5,70,4,40,1
46,53481,12,8,63,0,12,0
48,167339,34,2,75,0,30,1
22,142897,22,3,53,0,30,1
26,162815,16,6,58,4,29,1
29,128475,6,7,45,1,41,1
53,82042,15,4,34,3,11,0
45,74476,19,1,34,5,23,0
33,53552,23,7,59,0,17,0
29,199802,4,9,79,3,13,1
33,185020,5,1,79,3,33,1
51,94093,27,1,34,0,1,0
31,94123,4,1,72,0,40,1
24,41535,1,10,42,5,13,0
54,91490,20,7,64,3,38,1
58,71562,17,9,78,1,3,0
24,144042,11,3,54,3,16,1
58,114080,16,8,79,1,42,1
39,66269,14,9,43,2,7,0
26,105674,6,3,73,1,3,1
54,67462,13,3,75,5,14,1
38,159199,0,1,55,4,16,1
33,48147,2,2,47,0,4,1
43,102095,30,7,49,2,31,0
39,115925,12,3,63,3,13,1
31,91381,17,7,36,1,27,0
21,124468,16,5,76,2,1,0
44,88749,16,10,39,4,25,0
27,194744,10,8,44,1,37,1
45,38731,19,5,46,5,44,1
41,149647,9,3,40,3,11,0
35,76024,28,9,63,3,9,0
21,141712,33,7,56,1,7,0
32,126121,16,5,50,4,14,0
27,28832,12,7,60,0,30,1
35,57332,26,10,79,0,24,0
41,37467,25,9,33,3,3,0
39,66025,27,5,70,4,48,1
49,169179,12,7,78,3,39,1
45,102994,11,9,46,0,27,0
53,119202,27,1,78,3,1,1
52,68481,1,4,77,1,38,1
55,158653,33,1,49,5,26,0
58,100118,22,8,54,1,6,0
46,149010,28,3,69,5,42,1
31,148714,34,2,52,4,12,0
55,164490,10,4,44,0,38,1
28,185185,32,3,62,4,46,1
34,109363,10,5,48,4,35,1
30,148607,8,8,44,0,10,0
22,88044,13,10,70,2,9,0
29,36814,8,8,34,2,23,0
23,124340,2,7,45,3,30,0
41,35024,28,8,74,2,22,0
46,134236,18,5,77,1,47,1
28,82836,31,10,61,5,9,0
22,32435,6,10,51,4,19,0
26,95601,27,6,72,3,8,0
48,145871,17,8,61,4,4,0
49,159479,4,1,42,0,5,0
46,123943,22,6,67,2,19,0
45,57940,21,6,55,0,46,1
32,30666,25,5,46,3,18,0
25,62122,11,4,34,5,29,0
54,143647,18,1,78,1,19,1
57,181164,0,10,62,2,6,0
35,154753,2,8,56,0,5,0
56,148402,26,6,34,5,43,0
35,126190,17,3,66,2,5,1
43,125468,29,3,36,4,8,0
26,154207,1,6,77,1,27,1
41,51505,4,7,47,5,37,1
43,61713,28,8,60,2,43,1
36,68169,32,5,35,1,45,1
35,102511,19,10,31,5,38,0
45,65522,29,6,42,4,37,0
56,124397,4,1,71,4,18,1
31,28880,20,6,40,0,26,0
35,199526,14,9,55,3,42,0
24,68539,19,10,50,0,16,0
41,39799,7,4,31,1,22,0
33,129843,30,10,69,0,46,1
42,73784,11,1,49,5,23,1
39,138034,20,9,46,2,47,1
54,199405,29,4,45,5,3,0
34,196900,26,2,71,0,3,1
24,79362,25,1,34,3,12,0
47,78997,32,3,43,5,23,0
49,175145,25,7,53,5,47,1
48,127399,25,10,33,5,11,0
55,39549,0,2,77,3,42,1
28,81920,14,9,53,5,47,1
36,176388,0,2,76,1,46,1
56,182255,10,5,38,4,29,0
50,118860,1,8,32,3,6,0
38,49624,0,10,38,1,46,1
22,71705,30,8,47,3,16,0
33,114326,15,3,65,3,34,1
24,182828,21,2,48,4,37,1
46,85390,17,9,53,2,11,0
45,93369,16,3,33,1,11,0
50,34589,29,8,38,3,25,0
31,138012,9,2,62,3,19,1
27,170188,34,3,30,0,32,0
51,98181,20,1,64,5,8,0
30,148711,15,6,39,2,12,0
59,101425,5,7,41,4,41,1
33,186358,2,4,47,1,35,1
51,40994,20,1,43,3,6,0
27,136915,12,3,39,5,21,0
56,147961,17,9,39,1,26,0
40,129672,23,5,47,4,1,0
24,51639,26,6,53,2,17,0
27,42205,3,4,30,0,35,1
21,81677,21,1,59,2,27,1
33,57930,23,5,44,0,2,0
42,98313,9,5,37,1,36,1
41,138153,1,5,64,2,1,0
42,43316,5,6,47,2,10,0
48,183376,17,2,70,2,31,1
29,121058,16,1,45,4,37,1
46,112876,22,2,50,1,5,0
29,110366,29,10,44,0,41,0
35,38403,20,6,34,2,46,0
30,105052,9,5,74,1,13,1
44,98495,12,5,36,5,45,1
28,188004,11,6,77,4,24,1
44,121090,8,10,36,4,27,0
36,61701,3,7,56,5,1,0
46,159457,23,9,54,1,49,1
47,82241,33,7,51,0,20,0
57,166439,4,2,77,1,8,1
24,90030,14,6,42,1,3,0
44,189404,3,9,46,3,49,1
39,191340,7,7,70,4,32,1
56,181635,23,2,73,0,44,1
59,130185,27,3,42,3,25,0
30,61404,26,8,55,5,25,0
45,80182,0,9,38,1,14,0
38,57991,33,4,34,5,43,0
39,129601,16,9,68,4,27,0
56,90886,25,2,62,3,48,1
30,147002,23,5,33,3,32,0
53,108848,20,2,57,0,27,1
25,180199,29,1,55,1,4,0
55,82692,12,5,33,0,39,1
54,62500,2,2,45,3,11,0
53,58785,31,7,66,3,48,1
41,109146,34,8,51,0,48,1
37,72997,18,2,65,3,3,0
42,32170,13,7,67,2,25,1
57,169375,21,4,64,4,24,1
35,96743,16,1,54,1,9,1
55,60187,3,3,37,4,8,0
48,157965,18,1,46,1,39,1
27,169825,1,5,47,3,31,1
52,63090,14,8,79,0,17,1
31,84412,1,1,41,0,43,1
30,81030,10,9,62,3,31,1
29,42509,22,3,52,1,4,0
34,93653,9,5,41,3,4,0
33,193001,2,9,40,1,37,0
45,154626,4,5,42,3,8,0
22,29042,2,9,64,3,42,1
55,62201,12,10,56,3,49,1
27,39016,18,8,54,0,6,0
41,50022,34,7,69,1,9,0
38,52938,23,1,32,5,42,1
23,199750,23,4,78,3,8,1
59,143171,16,9,54,4,32,0
31,86720,9,10,74,4,15,1
59,130514,1,8,39,0,18,0
44,158058,22,4,46,2,23,0
39,101478,5,1,32,5,5,0
24,168233,1,10,74,0,27,1
46,176761,20,4,51,2,33,1
58,152101,34,3,67,0,2,0
52,119699,28,6,43,4,42,0
59,124273,6,5,56,3,38,1
56,88745,28,5,71,1,28,1
57,157283,22,2,49,3,24,0
53,156301,32,3,77,4,21,1
56,143972,7,6,47,1,31,1
23,170417,11,2,42,2,11,0
29,126489,9,4,71,2,28,1
28,56819,14,2,35,4,48,1
53,72779,23,9,39,1,40,0
26,117244,25,3,66,3,4,0
59,90584,2,10,58,4,43,1
24,176022,1,10,35,2,42,0
33,171245,5,6,68,4,16,1
22,83032,20,1,40,3,12,0
25,140074,8,10,77,0,22,1
47,124273,9,3,54,5,35,1
52,53036,2,8,73,5,43,1
41,96356,23,5,73,5,16,0
28,170364,21,8,59,0,24,1
58,28052,13,2,49,3,35,1
28,69377,26,7,66,1,28,0
23,92819,32,9,45,4,42,0
23,138689,21,7,60,3,29,1
42,171692,28,3,58,0,21,1
26,55461,18,7,35,2,48,1
22,45750,18,8,58,5,25,0
43,34472,5,1,61,5,39,1
22,94263,18,3,38,3,31,0
58,137036,12,5,66,5,15,0
37,50523,25,6,52,5,47,1
55,186838,21,3,45,3,42,1
54,128262,20,4,47,3,35,0
43,91060,1,5,48,0,38,1
50,34079,29,3,73,0,22,1
28,164471,26,4,31,5,5,0
42,85726,6,5,39,3,48,1
56,117906,19,2,41,3,13,0
25,41532,30,10,75,5,32,1
33,147689,22,9,47,1,3,0
49,68162,12,10,48,2,15,0
51,159821,16,8,67,4,27,1
36,36353,3,6,66,4,27,1
50,137313,13,10,56,5,30,0
36,53477,19,3,77,4,6,0
32,180642,12,2,43,0,25,1
37,111373,2,7,74,0,28,1
36,167509,25,8,63,1,22,0
32,194176,25,10,31,5,4,0
28,29551,17,1,73,0,15,1
40,93359,31,6,62,5,26,0
23,168988,13,7,48,5,18,0
36,151150,2,9,56,3,9,0
50,197517,0,3,77,2,4,1
43,72636,25,2,59,2,48,1
48,54685,23,5,36,5,5,0
25,76134,34,10,56,2,45,0
40,113916,13,1,50,2,6,0
21,132967,2,6,36,4,12,0
50,119455,12,9,77,4,31,1
41,196065,13,10,54,3,47,1
40,74756,20,9,67,1,9,0
26,147863,25,7,47,0,7,0
42,86192,2,7,62,0,29,1
38,73733,3,8,62,4,14,0
28,50993,0,10,61,5,20,0
59,186564,32,2,54,2,48,1
52,177053,6,6,43,3,32,1
53,49143,10,5,67,1,22,1
36,132044,26,5,67,4,36,1
32,153406,13,3,33,5,44,0
58,94351,21,3,73,3,18,1
54,95309,15,6,47,5,40,1
34,168518,11,10,39,3,49,0
56,186805,9,10,64,4,25,0
53,144156,23,7,64,3,31,0
43,101000,17,1,69,2,35,1
22,46576,21,3,52,3,26,0
41,28320,8,1,54,1,4,1
22,166822,16,10,30,3,42,0
47,128002,12,3,47,0,48,1
29,51572,5,5,44,3,20,0
21,42948,20,9,54,5,34,0
31,141528,6,3,61,4,12,1
23,194898,24,10,49,0,16,0
43,114051,10,10,46,4,42,0
46,52867,13,9,40,5,5,0
24,69678,28,1,42,1,44,1
38,132561,9,6,54,2,35,1
26,37963,4,9,49,1,44,1
55,74434,7,5,54,0,27,1
42,91617,4,10,71,5,1,0
35,176341,23,2,74,5,34,1
42,142569,25,5,78,2,43,1
57,122352,5,1,60,3,32,1
32,104732,15,9,30,0,44,0
58,132648,11,10,45,2,39,0
38,106494,10,10,77,4,33,1
55,102225,2,9,57,2,31,1
50,107867,5,6,50,4,13,1
44,193600,18,9,59,4,45,0
50,103972,17,3,32,5,2,0
34,121261,15,4,63,2,30,1
26,115748,22,6,35,5,10,0
23,189404,8,4,72,5,23,1
36,149481,2,1,58,1,33,1
27,154529,7,7,32,1,39,1
34,27251,3,5,62,5,45,1
29,124108,11,8,40,5,29,0
35,183099,30,9,74,4,30,1
41,122382,24,5,34,5,34,0
55,34583,15,8,79,0,39,1
22,75387,13,1,61,2,17,1
47,48104,12,1,76,0,22,1
22,37224,6,7,47,1,5,0
55,85624,11,6,76,0,11,1
38,129320,3,5,49,3,22,1
34,185371,1,5,68,3,32,1
40,103572,34,9,78,1,24,0
38,110469,2,1,69,0,11,1
30,102928,3,8,57,2,11,0
45,29141,11,2,42,1,17,1
22,179422,18,7,55,3,32,0
45,95871,9,6,45,1,19,0
53,161149,0,10,54,0,27,1
56,71015,16,2,39,0,32,1
51,196929,15,3,58,0,25,1
34,84902,8,4,75,4,28,1
21,30577,8,7,67,0,40,1
36,45002,8,8,49,5,27,0
23,75711,11,2,55,3,14,1
55,64451,14,8,61,3,42,1
26,184719,1,9,68,4,39,1
45,59831,10,7,67,3,2,0
33,121498,10,1,78,3,17,1
54,153949,7,6,53,1,1,0
28,120119,31,8,60,0,45,1
41,91830,5,5,69,5,32,1
54,105632,19,2,41,5,19,0
24,61833,34,5,65,1,14,0
45,49398,7,8,39,5,31,0
35,86554,33,2,35,1,18,0
24,75755,18,1,36,5,14,0
32,173778,6,4,60,3,47,1
52,178412,30,4,56,2,14,0
52,89994,17,9,37,0,24,0
48,88884,13,3,32,2,5,0
33,109361,16,4,69,3,16,1
51,42482,8,3,76,4,5,1
34,79225,19,2,50,1,13,0
40,99854,27,4,30,5,16,0
38,66256,19,8,74,5,15,0
49,133721,26,1,79,3,31,1
26,106110,7,8,44,5,5,0
52,138606,31,8,36,3,21,0
49,39650,0,3,44,2,30,1
22,53930,16,10,54,4,23,0
43,125400,8,10,32,1,38,0
39,36801,19,6,59,5,29,1
51,76360,31,4,43,4,13,0
25,112908,1,1,33,4,32,0
39,172631,31,1,65,4,48,1
54,57334,8,5,32,0,42,1
30,38288,29,8,34,4,27,0
45,178470,19,1,54,3,34,1
22,37191,0,2,60,0,45,1
31,43051,4,7,40,0,49,1
51,86715,34,8,37,4,33,0
35,35737,0,3,55,5,4,0
29,90140,13,8,31,5,18,0
43,181323,8,1,57,5,6,0
39,30147,29,9,77,5,28,0
29,75508,23,2,39,3,44,1
55,77224,3,2,79,5,27,1
41,44643,13,4,68,1,26,1
29,63967,24,10,66,4,20,0
48,128535,3,3,68,0,13,1
27,65733,24,4,50,1,28,1
36,59808,9,6,57,5,34,1
36,83959,34,7,67,1,49,1
53,157921,6,5,62,0,23,1
24,93178,12,2,40,5,10,0
24,137255,3,3,74,1,30,1
59,111322,13,10,73,3,22,1
37,69565,17,3,30,3,5,0
57,176255,7,5,76,4,44,1
59,26132,31,5,62,4,9,0
49,194331,26,4,32,1,43,0
56,88668,22,8,55,0,4,0
58,194635,6,6,44,3,42,1
59,133835,11,6,70,2,1,0
57,167003,24,1,43,4,34,1
55,98169,2,6,52,3,41,1
27,125417,25,3,37,5,26,0
47,26044,3,6,65,1,18,1
48,49363,14,10,49,3,16,0
42,71694,31,6,35,3,23,0
34,157654,28,2,62,1,46,1
27,46301,9,1,57,4,36,1
57,99329,20,3,79,4,26,1
42,26620,15,5,67,2,2,0
25,87224,18,4,59,2,44,1
22,120419,28,7,75,4,5,0
47,193606,17,4,72,4,29,1
41,145050,15,8,46,4,4,0
58,195462,0,7,38,4,47,1
35,80856,1,10,57,3,35,0
41,80809,14,9,36,2,22,0
30,47259,27,1,75,1,49,1
43,45655,0,5,57,0,8,1
59,189077,4,4,46,1,44,1
25,187701,21,6,69,5,21,1
21,179682,12,1,77,0,8,1
33,46602,0,6,73,3,5,1
41,110945,15,1,73,5,21,1
46,167182,21,1,34,2,27,0
41,162145,31,8,34,0,38,0
38,125846,15,2,43,4,5,0
57,105818,14,10,35,5,21,0
52,166267,11,6,36,3,8,0
56,26537,0,6,46,0,22,1
37,173210,16,6,38,4,18,0
55,196236,27,8,60,5,4,0
31,151545,6,4,51,3,4,0
41,114743,8,3,74,5,37,1
46,111155,21,6,38,0,15,0
24,145198,25,4,45,4,38,1
54,180917,11,2,65,2,27,1
38,114846,6,6,63,3,21,0
55,55562,14,10,74,0,48,1
49,53036,20,5,42,4,46,1
49,99233,13,9,48,2,46,1
58,108049,1,6,41,5,48,1
41,93681,7,3,65,4,4,1
33,52818,5,5,39,2,11,0
37,186616,32,10,45,0,19,0
29,87532,5,8,57,4,19,0
21,82705,25,9,48,4,27,0
22,45104,13,8,69,1,40,1
49,149336,7,3,35,3,42,1
53,152904,12,9,33,4,28,0
30,94603,12,3,59,2,5,1
41,127499,27,8,68,3,48,1
48,84025,17,10,60,0,25,0
31,57317,18,9,75,3,3,0
54,187488,31,7,56,1,26,0
28,198084,21,4,74,0,10,1
42,130585,1,10,50,4,24,0
28,177472,12,9,66,5,29,1
35,73270,22,3,38,0,45,1
37,144415,24,3,64,0,7,0
43,105206,27,2,71,1,44,1
44,94468,10,10,76,2,23,1
39,194400,32,3,50,0,46,1
25,192856,23,1,46,2,27,1
52,48723,1,4,53,3,42,1
21,85646,29,8,60,5,9,0
43,25074,16,5,35,1,44,1
57,51498,33,2,64,4,3,0
28,121881,21,3,79,0,13,1
33,176613,4,1,66,5,6,1
28,70929,15,2,42,5,38,1
43,148199,12,1,54,2,21,1
21,51028,25,2,61,0,19,1
44,54545,30,3,30,5,25,0
55,104569,22,1,78,1,39,1
44,56673,11,9,64,4,4,0
37,187046,13,10,48,3,22,0
25,179169,17,5,41,3,5,0
40,127511,26,8,69,2,1,0
41,118144,27,5,69,5,17,0
51,89824,17,8,76,3,9,0
56,48525,15,7,72,2,9,0
31,82804,15,4,49,4,24,0
35,171115,12,7,62,0,10,0
39,66846,28,6,58,1,20,0
27,102261,8,3,45,4,17,0
48,193455,25,9,43,4,13,0
25,54483,27,10,36,3,29,0
25,32265,12,9,35,3,36,0
50,47763,8,5,50,1,23,1
52,40733,13,8,65,0,27,1
28,137196,11,7,51,4,18,0
30,116038,31,9,69,5,18,0
58,62420,2,7,48,3,9,0
52,165319,15,4,54,4,3,0
48,179912,19,4,32,0,7,0
37,46058,31,8,65,2,15,0
51,59929,22,6,74,0,30,1
28,187434,16,9,63,4,9,0
45,111489,15,10,40,4,41,0
29,109664,7,7,77,1,27,1
22,102597,18,7,71,4,36,1
35,31041,29,4,76,3,18,1
23,103209,33,3,56,5,31,1
56,177131,13,8,71,1,17,1
24,124864,21,7,31,4,6,0
34,173620,16,4,35,0,39,1
45,171150,14,4,75,4,25,1
30,161491,31,1,31,0,42,1
41,191562,12,7,71,0,42,1
56,140158,20,1,46,4,38,1
32,186409,32,10,69,0,38,0
47,26468,26,10,77,5,31,1
22,49309,34,4,43,2,29,0
33,97255,15,3,39,1,40,1
52,106899,27,3,74,4,9,0
51,53718,33,1,62,2,1,0
36,193913,0,4,71,0,16,1
52,131553,30,1,41,0,38,1
52,75281,32,8,61,1,23,1
54,138451,32,1,78,2,8,1
31,25767,17,6,53,2,47,1
30,159967,22,7,43,4,12,0
35,83026,22,10,34,0,10,0
37,143142,14,2,34,3,16,0
38,67968,25,4,76,4,47,1
29,196169,29,3,61,4,43,1
45,171404,24,9,74,4,24,0
34,170693,15,7,78,1,39,1
45,101870,13,2,62,1,8,1
42,43174,16,6,75,4,11,1
50,149357,11,9,33,5,41,0
40,124189,28,3,59,3,26,1
41,65502,31,6,70,2,7,0
52,61674,23,3,46,2,15,0
41,62260,12,3,32,0,15,0
55,198570,19,4,42,2,48,1
52,96805,14,9,73,2,3,0
50,42194,3,8,77,3,16,1
59,182883,33,1,65,2,15,1
32,97377,27,1,47,3,25,1
38,155864,1,7,52,1,33,1
41,68723,29,3,64,3,14,1
33,101298,25,7,78,1,24,1
41,84238,25,9,62,3,11,0
28,130433,19,3,65,4,3,0
27,132092,27,3,46,5,9,0
43,27147,19,2,68,1,6,1
52,63445,10,10,63,1,31,1
31,131170,9,1,41,2,16,0
42,158085,22,9,34,1,11,0
42,110617,18,6,77,3,17,1
45,78502,17,6,69,4,49,1
42,142116,26,8,56,4,3,0
48,62755,5,5,69,2,19,1
49,164805,9,9,42,3,24,0
33,34479,1,5,55,3,47,1
38,100361,23,2,43,0,42,1
22,177376,27,6,61,1,8,0
49,191766,27,9,40,2,49,0
41,149232,1,3,67,4,36,1
35,130586,4,10,45,5,40,0
47,106171,10,4,51,0,2,0
51,139151,9,10,76,3,23,1
35,111296,1,8,45,1,40,1
43,165562,14,6,42,4,30,0
44,177324,6,7,41,0,25,0
33,162934,19,7,47,3,7,0
42,94959,33,4,58,4,28,1
57,166522,34,6,47,4,41,0
53,81022,33,9,75,3,17,0
23,86991,21,3,31,3,32,0
39,196999,30,8,31,2,1,0
43,74853,22,7,32,4,27,0
49,56826,18,4,58,3,44,1
50,67879,3,10,37,5,36,0
59,97361,23,3,40,5,49,1
45,102990,19,7,41,0,7,0
57,114787,27,10,61,1,3,0
28,65736,16,9,33,5,30,0
36,49530,18,10,38,2,1,0
28,131080,34,3,53,3,34,1
21,99255,31,10,78,1,38,1
25,160958,34,9,45,2,43,0
23,151598,29,8,46,4,36,0
21,143623,16,3,76,1,33,1
24,62387,28,8,51,5,43,1
55,177647,5,4,36,2,16,0
52,137260,16,6,39,3,38,1
54,195715,16,10,58,3,11,0
45,166172,13,2,65,2,8,1
30,163928,23,8,53,4,1,0
41,194241,31,9,75,5,14,0
59,184876,13,7,43,2,30,0
47,191862,26,8,43,0,21,0
47,55988,18,7,54,2,21,0
22,101448,30,10,75,2,34,1
33,194578,8,4,51,5,38,1
29,138430,16,1,79,3,26,1
56,168377,18,3,76,4,41,1
42,166041,3,7,52,2,14,0
46,37404,10,7,61,1,40,1
32,165061,21,3,55,3,35,1
37,192055,3,1,56,3,42,1
34,195534,16,10,74,2,18,0
34,44360,7,9,41,5,20,0
54,110657,33,6,48,1,9,0
40,182359,10,7,48,2,41,1
31,59160,30,1,63,1,45,1
36,31789,10,1,61,3,33,1
51,183253,20,4,58,1,49,1
26,170457,29,7,50,2,4,0
39,107597,9,8,64,0,4,0
57,90641,25,10,71,0,48,1
24,69247,26,9,34,1,16,0
24,111673,7,1,41,5,47,1
40,30544,7,4,36,2,26,1
30,169347,7,4,70,4,6,1
44,88248,33,3,31,0,37,0
55,59550,15,7,54,3,22,0
46,78693,12,1,39,2,42,1
57,153924,22,9,67,2,39,1
58,175713,11,8,73,0,7,0
41,105021,26,2,35,4,42,1
59,40605,21,2,56,3,30,1
41,75713,31,8,64,4,10,0
30,176462,26,1,39,3,15,0
58,100403,1,7,38,0,6,0
24,83466,32,9,49,2,24,0
40,28981,25,3,66,3,2,0
37,165565,27,7,64,2,40,1
27,140631,18,6,66,1,15,1
24,144238,4,7,69,1,21,1
49,120335,32,7,37,0,18,0
34,132441,19,10,75,0,5,0
23,41984,29,1,60,5,25,1
44,150580,7,3,78,0,36,1
57,136316,16,10,72,1,10,0
36,178832,0,1,45,3,46,1
24,157596,2,5,57,4,23,0
44,143454,25,3,35,0,24,0
54,74402,30,1,61,4,45,1
50,116656,7,2,57,4,10,1
38,90614,7,10,40,1,6,0
39,191963,34,5,71,5,13,0
51,116009,27,3,52,3,21,0
39,195904,3,6,59,1,32,1
39,70836,15,9,38,0,43,0
42,169434,12,6,57,1,15,1
44,193993,19,2,53,1,2,0
32,174634,4,2,57,1,15,1
50,156049,19,8,53,0,17,0
58,101407,23,8,44,0,20,0
51,32610,33,6,68,1,6,0
56,134381,33,10,79,1,15,0
39,40791,18,7,62,4,17,0
56,83047,16,1,76,3,26,1
50,175737,4,9,63,4,22,1
53,95246,24,5,51,5,9,0
38,111148,17,9,58,3,12,0
48,70890,7,2,63,5,22,1
31,162866,26,8,71,3,23,0
53,57888,14,7,76,1,37,1
37,162821,12,4,39,4,14,0
26,71531,15,3,74,3,24,1
24,140652,21,4,59,5,8,0
40,45608,19,4,40,3,26,0
47,105986,12,10,63,0,32,1
35,108996,19,10,50,3,28,0
26,81017,1,8,42,1,32,1
34,82676,34,4,54,2,22,0
31,36560,18,5,50,0,49,1
59,75468,5,2,30,2,9,0
29,188535,13,4,34,1,3,0
46,187735,3,7,51,2,25,0
36,58123,21,3,36,3,39,0
25,119346,33,1,42,2,12,0
30,165790,26,8,74,4,29,1
23,25028,6,8,52,1,3,0
33,72599,2,6,50,4,41,1
50,173469,32,7,35,2,46,0
26,70406,1,10,49,4,23,0
37,72657,15,2,41,0,23,1
39,92560,24,5,69,2,18,1
55,129143,14,7,38,5,11,0
46,169575,23,9,79,4,36,1
25,79943,14,1,57,3,26,1
49,100839,30,3,40,2,8,0
57,107674,13,6,61,5,28,1
40,50345,13,7,40,0,18,0
41,75390,5,6,53,3,13,0
30,84557,13,1,44,2,36,1
25,26906,16,4,70,3,42,1
56,196239,17,6,64,2,40,1
26,32961,19,8,46,2,44,1
46,182212,16,10,54,1,12,0
24,144289,15,4,78,4,22,1
59,102567,31,7,64,2,2,0
59,105664,8,3,48,0,40,1
55,106199,26,8,70,5,28,1
21,124764,32,1,60,4,13,0
44,147357,9,4,46,1,33,1
56,105729,16,8,79,4,3,0
26,184633,16,10,52,4,34,0
51,75568,17,4,76,2,23,1
40,134349,22,2,30,0,32,1
44,98302,33,2,39,2,20,0
45,119968,7,4,37,0,28,0
56,185576,12,4,71,0,8,1
41,141116,22,2,55,3,3,0
50,62146,19,7,63,2,30,1
44,65297,21,6,48,1,25,0
50,111394,22,3,43,5,30,0
42,152173,34,8,37,4,29,0
48,150942,2,8,30,3,47,0
27,41939,33,1,77,1,30,1
55,69460,32,3,54,5,34,1
48,168738,16,5,53,5,25,0
34,87119,18,2,76,2,17,1
30,191393,29,5,49,0,24,0
36,157851,22,10,59,2,38,0
36,169258,14,3,34,5,28,0
